CAST_MEMBER,TITLE_COUNT,AVG_RATING
Bahare Kianafshar,1,10
Kim Ki-Hyeon,1,4.3
Park Jung-Hak,1,0
Arden Rose,1,10
Daniel Chan Hiu-Tung,2,6.6
Bae Da-Bin,2,6.7515
Eduard Chekmazov,1,8.5
Daria Schyogoleva,1,3.6
Ricie Fun,1,7.8
Vladimir Nićiforović,1,8.1
Hiten Tejwani,3,5.666666667
Anna Bogomolova,1,7.9
Ahn Do-Gyu,1,8.214
Gabriele Corsi,1,7
Lorene Ren,3,8.666666667
Kohei Shoji,1,10
Marcus Morlinghaus,1,4
Bo Zhang,1,0
Lorenzo Cervasio,1,7.2
Robert Clotworthy,2,7.1
Lee Na-Kyung,1,6.5
Runa Narumi,1,0
Bartsch Kata,1,8.8
Katherine Devlin,1,7.5
Saskia Temmink,1,0
Vibhuti Thakur,1,0
Cao Yuan,1,0
Sunny Palle,1,0
Victor Ma,2,4.3
Shunsuke Nishikawa,1,7.1
徐宇隆,1,9
Chef Alfonso Cadena,1,10
Wu Qiang,3,2.5
Leonidas Marakis,1,7.2
Clay Tatum,1,6.6
Gao Xuyang,2,7.5
Fu Gui,1,9
Evelina Flachi,1,0
Camden Angelis,2,3.55
Lizbeth Rodríguez,1,0
Kate Phillips,2,6.9
Yutaka Kobayashi,3,4.266666667
Olli Dittrich,1,6
Mandar Jadhav,1,0
Michelle Hurd,2,7.1455
Kyle Rideout,2,7.35
Meike Emonts,1,6
Jane Krakowski,2,6.816
Roberto Birindelli,1,6.5
Fadi Sobieh,2,2.25
Park So-Hyun,1,0
Jin Ye-Sol,3,4.766666667
Don Hany,1,6.57
Jennifer Fauveau,1,6
Karl Theobald,2,7.3
Michael Fielding,2,6.9285
Laci Mosley,3,4.233333333
Zola Nene,2,7
Peter Schneeberger,1,0
Corey Harrison,1,0
David Wills,1,7.6
Kristen Lee,1,0
Leticia Spiller,2,6.166
Yudai Toyoda,1,7.4
Saugata Bandyopadhyay,1,0
Charlotte Myrset,1,5.8
Soraya Torrens,1,6.25
James Baxter,1,6
Xu Xin Chi,1,10
Patrícia Abravanel,1,0
Elijah Alejo,1,5
James Kennedy,1,6.4
Aylam Orian,1,5
Jonnie Penn,1,0
Laura Eva Zimmer,1,0
Şehsuvar Aktaş,1,7
Na Hae-Ryung,1,6.9
Yumi Touma,1,6.5
Sapna Sikarwar,1,8
Charlotte Kilcher,1,7.217
Jamie Berard,2,6.55
Jessica Diaz,2,6.7
Peter Corp Dyrendal,2,7.6
Zhao Yang,1,7.5
Zhang Ni,2,8.65
Dong Li,3,5.533333333
Jung Seo-Yeon,2,7.755
Adi Prohić,1,0
Frank Magalona,3,0
Brianna Gentilella,1,7.537
Anne Brüning,1,10
Pamela Almanza,1,5.882
Liam Nicolosi,1,7.5
Martin Bagár,1,5.4
Shin Ae-Ra,1,5.2
Ali Alper Türkan,1,0
Yuna Yoshino,1,7
Zhu Haijun,1,0
Dagny Rollins,1,7.407
Diljaan,1,10
Kaneungnij Jaksamittanon,1,6
Youna Noiret,1,0
Emir Hadžihafizbegović,1,0
Jules Rouxel,1,6
Martin Zauner,1,6.333
Niki Pallikaraki,1,4
Esam Al Saqqa,1,0
Qiao Junda,1,5
Israel Menéndez,1,7.5
Richard Dumont,1,0
Xu Kaining,1,5.4
Arjo Atayde,1,6
Pavel Trubiner,1,7.5
Han Geu-Ru,3,4.866666667
Bruna Quintas,2,3.6
Lulu Antariksa,2,7.811
Daniil Eldarov,3,4.166666667
Olivia Ainali,2,6.982
Takeshi Masu,2,7.589
Sion Yoshitaka,1,0
Maya Den Engelse,1,10
Agnė Šataitė,1,0
Katie Leigh,3,5.1
Kemuri Matsui,1,9
Tang Xiao Xi,1,9
Ririsa Miyazaki,1,8
Mariusz Węgłowski,2,4
Paddy Mcguinness,2,6.9
Gabi Butler,1,7.3
Krisko,1,6
Paul Antzoulis,1,1
Xueting Mu,1,0
Jie Cai,1,9.2
Melissa Élaté,1,7
Karen Ardiff,1,6
Matt Riedy,2,6.65
Lee Seung-Hoon,1,8.5
Derek Wong,1,10
Guiomar Puerta,1,4.8
Jeong Jae-Heon,2,7.7
Cristovão Campos,1,7.3
Xu Mengyuan,4,2.25
Kazumi Togashi,1,7
Alexis Arroyo,1,7.9
Akiho Suzumoto,1,7.1
Krys Marshall,1,7.7
Selçuk Yöntem,3,7.233333333
Molly Yeh,1,4
Fadi Abi Samra,1,6.5
Manoj Kolhatkar,1,4.5
Jean-Philippe Perras,1,7.5
Karlo Maloča,1,8.4
Kim Joon-Ho,2,0
Alexander Zikos,1,5
Duygu Yetiş,1,6
Neelam Pathania,1,2
Shaun Wallace,3,4.633333333
Enzo Pelojero,1,2
Simon Majumdar,1,6.7
Geum Bo-Ra,1,8.2
Momoko Tanabe,4,7.52275
Jessica Green,1,7.518
Vivian Watson,1,8
Nashwa Mustafa,1,6
Ahmed Iraj,2,5
Chris Mason,1,7.5
Tim Chantarangsu,2,5.65
Sylvie Potvin,1,0
Arseny Robak,1,10
Andrei Lenart,2,3.35
Sonia Rathee,1,6.8
Charlotte Kate Fox,1,8
Gin Maeda,1,8
Sara Alicia Garcia,2,6.3565
阿布,1,8.5
Saba Azad,1,0
Vin Armani,1,5.9
Wu Liansheng,2,5
Brandon Wong,1,0
Mark Fuhrman,1,7.7
Nikki Garcia,2,6.7605
Jayshree Arora,1,7
Tao Hao,1,10
Qiantong Zhang,1,9.5
Nailea Norvind,1,7.9
Roberta Damián,2,6.9
Philippe Duclos,2,6.173
Krittanai Arsalprakit,1,0
Matthias Opdenhövel,1,7.5
Marc Duquenoy,1,1
Joe Pera,1,7.9
Ditte Hansen,2,3.75
Cj Uy,1,6
Lene Lai,1,3.3
Yi Yunhe,2,6.2
Selina Jen Chia-Hsüan,1,8
Fred Nguyen Khan,1,7
Natasha Lopez,1,7.778
Eirini Karagiorgi,1,0
Beth Behrs,3,7.065
Orla Mcdonagh,1,7
Mark Silcox,1,6.8
Kian Hunt,1,6.8
Sava Stojanović,1,5
Elisa Schlott,1,7.7
Pratima Kazmi,1,4.4
Phil Matarese,1,6.2
Chef Damodharan,1,8.2
Jakrapatr Kaewpanpong,1,9.7
Joey Moe,1,10
Francis Collins,1,2
Kelly D. Brownell,1,2
Nel Kaczmarek,1,6.8
Lauren C. Mayhew,1,8.4
Mohamed Kuraishi,1,0
Claude Troisgros,1,0
ハリセンボン,1,9
Monika Sta. Maria,1,6
Ryoko Shinohara,3,7.2
Yan Xi,2,8
Christoph Fälbl,1,0
Pravisht Mishra,2,2.45
Cassandra Britt,1,3.5
Roopam Sharma,1,7.2
Li Jiahao,2,7.1
Peter Browngardt,1,4.4
Veebha Anand,1,0
Sanne Schnapp,1,7.5
Benoît Moret,1,6.633
Miroslav Vladyka,1,8.7
Yan Guo,1,10
Paula Brancati,1,6.7
Asha Negi,1,8
Yoon Jin-Young,1,0
Edney Giovenazzi,1,6
Aaditi Pohankar,1,4.9
Codin Maticiuc,1,6.2
Yoon Mi-Ra,3,2.733333333
Şevval Sam,2,7.05
Amariah Faulkner,1,7
Carlos Sanchez,1,7.6
Haruna Kondo,1,8.5
Sherwin Arae,1,0
Jang Woo-Young,3,5.322333333
Kadri Voorand,1,0
Mutsuko Erskine,1,8.296
Rytasha Rathore,1,2
Jeff Bodean,1,10
Kim Chae-Eun,1,6.8
Jacob Fortune-Lloyd,1,7.1
Hans Wincent,1,0
Romit Raj,1,7.5
Fred Williams,1,6
Tye White,1,5.56
Shaza Bae,1,0
Cécile Bois,2,7.05
Avinash Mukherjee,1,10
Maisie Benson,1,7.7
Sui Yu Meng,1,7
Laura Galvão,1,0
Diany Rodriguez,1,7.6
Bill Barberis,1,0
Richard Cox,1,2
Jomari Angeles,1,0
Firdous Jamal,2,9
Tonya Kinzinger,1,0
Anahí,2,6.6
Julien Goetz,1,8.5
Anastasia Krylova,1,9.2
Laura Spencer,2,6.95
Thainá Almeida,1,6
Victor J. Ho,1,5.4
Chiharu Niiyama,1,7.2
Cyndi Wang,1,6
Anthony Rapp,1,7.074
Padraig Egan,1,8.2
Jason Fu,1,6.7
Panadda Wongphudee,1,0
Ko Young-Bae,1,4
Thanasis Kourlabas,1,6.1
Gian Magdangal,1,0
Youssef Asad Alkhatib,1,8.5
Haley Reinhart,1,7.3
Aguri Oonishi,2,6
Andrés Almeida,2,1
Giani Kiriță,1,6.6
Rémi Chapotot,1,8.5
Pun Jukchai Ho,1,0
Jessie Mei Li,2,3.9255
Rubina Dilaik,1,0
Jin Ju-Hyung,2,6.5
Johan Van Assche,2,5.95
Ji Chunhua,2,0
Mickie James,1,0
Cassidy Freeman,3,6.587
Bruno Dreyfürst,1,10
Kyle Mcculloch,1,6.353
Nanase Yoshikawa,1,10
Cristina Boscá,1,0
Dina Tersago,1,0
Joshua Carlon,1,5.844
Sanaya Irani,3,4.7
Yuki Morinaga,2,7.5
Essined Aponte,1,7.682
Robert Peston,2,2
Arisa Ogasawara,3,7.266666667
Aina Yamada,1,6.7
Pommelien Thijs,1,6.8
Roy Williams,1,6.6
Zaan Khan,1,7.7
Leena Jumani,2,0
Hilmar Guðjónsson,1,0
Otávio Martins,1,9.5
Rina Aizawa,1,0
Maritza Bustamante,2,7
Natalia Kostrzewa,1,6
Masashi Tamaki,2,3.45
Miyaji Itsuki,1,8.719
Magnus Broni,1,5
Ben Wu,1,8
Jayden Revri,1,7.817
Fadia Khattab,1,0
Miles Koseleci-Vieira,1,6.7
Nathaniel Ramabulana,1,6.9
Ywain Gwynedd,1,0
Mónica Mara,1,6.2
Cezanne Khan,1,6.5
Meng Rui,1,8.7
Katie Rushworth,1,7.8
张维娜,1,9
Shannon Lavelle,1,7.2
Sepideh Moafi,3,7.174666667
Suzanne Mulholland,1,5
谭文颖,3,3
李七月,2,4.5
Shokrekhoda Goudarzi,1,1
Hà Trung,1,7.5
Olga Merediz,2,6.35
Arianna Pagni,1,0
Zhai Wei,1,8
Julius Jaspers,1,0
Aman Gupta,1,0
Jerron Wu,2,7.05
Martin Kratt,1,7.6
Claudia Fontán,1,5.8
Trinity Bliss,1,7.2
Alex Sirvent,1,7.4
Dominique Pinassi,1,6
Yisrael Aharoni,1,1
Hong Jingjing,2,0
Florentin Will,3,5.4
Stefan Ruppe,1,6.9
Clara Rosager,1,7.346
Steve Byrne,1,6.2
Tang Jiuzhou,2,6.25
Maia Morgenstern,2,6.5
Ghilherme Lobo,4,7.7375
Aki Avni,1,0
Jordyn Taylor Braff,1,8
Darren Purchese,1,6
Miyuki Sakurai,1,6.7
Vojko Belšak,1,0
Maria Starr,1,5
Marte Engebrigtsen,1,6.7
Kim Jae-In,1,4.8
Tess Hashiloni,1,9
Anum Tanvir,1,9.7
James Martinez,2,7.044
Ralph Kenny,1,0
Shane Van Dyke,1,5
Hans Morten Hansen,1,6.7
Joan Dalmau,1,6.647
Annett Culp,1,3.9
Chandra Wilson,1,6
Vanessa Decat,1,6.3
Linda Cuthbert,1,6.8
Mustafa Sandal,1,5.5
Dmytro Stupka,1,5.3
Kenneth Blake,1,4.8
Jon Michael Davis,1,6.3
Ashlee Hewitt,1,5
Luke Perry,2,5.5
Eric Coleman,1,8
Gianna Giachetti,1,7
Bonnie Xian,1,5.8
Jun Miho,1,6.1
Philippe Lefebvre,4,5.36275
Brendan Grealy,1,6.2
André Sogliuzzo,1,6.9
Keiji Hirai,1,6.9
Fay Wray,1,6.6
Maiara Walsh,3,6.074666667
Michael Higgenbottom,1,7.2
Zachary Booth,2,6.05
Jsu Garcia,1,5.4
Holly Gibbs,1,5.4
Oshirō Maeda,2,7.95
Tim Gaul,1,6.4
James Whitwell,1,5.8
Chantal Demming,1,4.9
Margo Stilley,1,6.7
Parris Mosteller,1,6.1
Craig Hall,3,6.275
Raffaella Lebboroni,1,6.4
Soraya Burnat,1,7.4
Damon Hall,1,6.899
Jessie Wiseman,1,5.93
Michel Hazanavicius,1,7.8
Donald Reignoux,1,5.8
Enzo Salvi,2,4.8
Brian Avery,1,7.7
O.C. Brown,1,7.4
Montrail 'money' Brown,1,7.4
Apiradee Pawaputanon,1,5.6
Frederic Doss,2,5.2
Chuck Norris,1,6.347
Patrice Melennec,1,7.8
Jib Pocthier,1,5.027
Gemma-Leah Devereux,1,6.3
Habib Nasib Nader,1,4.2
Brett Cullen,5,6.2686
Zamand Taha,1,7.505
Jason Hughley,1,3.8
Linda So,2,5.2
Johanna Watts,1,3.6
Pat Lemaire,1,5.8
Shadab Kamal,1,5.6
Katie Peterson,1,4.482
Josefin Asplund,2,6.65
Julianne Michelle,1,3.6
Jr Bourne,1,5.7
Rita Marley,1,7.565
Oliver Ackland,1,5.8
India Summer,1,6.1
Justin Reinsilber,1,5.7
Si Yeong-Joon,1,7.5
Priyom Haider,1,2.4
Tim Burton,2,7.1
Siboney Lo,1,3.974
Son Jin-Ho,1,3.7
Henry A. Wallace,1,8.168
Tuomas Holopainen,1,5.7
Crystal Arnette,1,4.7
Mete Sahinoglu,1,5
Perry King,1,6.3
Peter Bratt,1,7.645
Jonny Coyne,1,6
Jérôme Chappatte,1,6.292
Alexander Mercury,1,6.1
Isabelle Funaro,1,5.197
Paola Tiziana Cruciani,1,5.6
Aleksandar Aleksiev,1,6.3
Daniel Manche,1,5.186
Laura Tuny,1,4
Savas Dimopoulos,1,7.042
Sveinn Ólafur Gunnarsson,1,7.35
Bridget Collins,1,8.6
Peter Ackworth,1,5.2
James Devoti,2,5.466
Bo Barrett,1,6.9
Samuel M. Sherman,1,6.6
Thomas Favaloro,1,2.1
Kwon Boa,1,5.8
Vincent Hoss-Desmarais,1,5.9
Olesya Sudzilovskaya,1,4.6
Tom Wolfe,1,6.3
Park Se-In,1,5.7
Lori Loughlin,3,5.6
Kristen Penza,1,2.5
Katie Wallack,1,2.5
Érica Rivas,1,7.9
Serge Papagalli,1,6.8
Emmanuelle Béart,2,5.391
Mike Seal,1,6
Aymen Hamdouchi,1,4.7
Wallace Wolodarsky,1,6.6
Daniel Caren,1,3.9
William Mcnamara,2,5.75
Juliette Frederick,1,5.4
Louis Tomlinson,3,8.231
Jessica Erickson,1,6.1
Takuro Ohno,1,7.2
Sanjay Taneja,1,6.6
Yuliya Parshuta,1,1.5
Alexander Mendeluk,1,3.4
Ramin Bahrani,1,7.5
Lu Yi-Ching,1,6.4
Kang Kyung-Woo,2,5
신화철,1,5
Steven Helmkamp,1,4.2
Emmanuel De Merode,1,7.906
Andrew Grainger,1,6.246
Jens Jørn Spottag,3,4.033333333
Alex Ashbaugh,1,5
Kim Young-Sam,1,5
Troy Blundell,1,6.3
Elfriede Schatz,1,6.7
Tommie-Amber Pirie,3,5.666666667
Motoki Fukami,1,5.5
Kenzie Dysli,1,7.3
Dani Pedrosa,1,7.7
Serena Cotton,1,5.9
Cindy Yu,1,5.903
Chrystèle Saint-Louis Augustin,1,7.1
David Henrie,3,7.468333333
Nilbio Torres,1,7.7
Suman Talwar,1,6.9
Catherine Ashton,1,7.9
Jarinpattra Rueangram,1,5.9
José María Blanco,1,4.9
Mick Garris,1,5.5
Kim Moon-Jong,2,6.75
Alicia Quiñonez,1,6.3
Mukunda Angulo,1,6.792
Léonard Matton,1,6.7
Allen Yates,1,4.992
Melanie Nelson,1,6.063
Patrick Bauchau,1,4.583
Ethan Erickson,1,5.7
Elliott Conlon,1,5.048
John Weselcouch,1,4.3
Can Yılmaz,1,5
Gillian White,3,6.465333333
Takahiro Kato,1,5.7
Liu Yao,1,7.7
Very Tri Yulisman,1,6.4
Meyrick Murphy,1,7.633
Brad Milne,1,4.5
Serena Williams,2,7.75
Kim Seung-Wook,1,6
Andrea Tivadar,1,5
Shashank Khaitan,1,6.1
James Thierrée,1,6.843
Elizabeth Rice,1,5.258
Tori Spelling,2,5.75
Laura Roge,2,6.808
Shane Twerdun,1,5.2
Michael Dickson,1,5.2
Zuzana Konečná,1,6.9
Nicolas Le Riche,1,6.5
Izumi Okamura,1,6.1
J.T. Jackson,1,5.76
Christopher Lee Parson,1,6.5
Joel Mccrary,2,7.55
Isabella Kai,1,5.891
Chris Costanzo,1,4.2
Nathaniel Arcand,1,4.9
Richard Collins-Moore,1,6.8
Nick E. Tarabay,1,4.5
J.J. Abrams,2,7.1335
Hummer Zhang,1,7
Tom Davis,1,5.5
Choi Sin-Ho,1,8.5
Chris Koch,1,6.4
Nayani Dixit,1,6.8
Souheila Yacoub,2,6.95
Bonnie Rotten,1,5.431
Ernie Lively,1,4.7
Nicholas Banks,1,6.5
Robert T. Cunningham,1,5.4
Rasmus Bjerg,1,6.8
Maho Yamada,2,5.65
Oriana Sabatini,1,6.2
Alaina Huffman,1,6.5
Bernie Sanders,1,7.1
Jennifer Hom,1,6.9
Daria Widawska,1,6.3
Nana Visitor,1,7.2
Francisca Lozano,1,2.8
Lynn Andrews Iii,1,4.5
Chisa Hasegawa,1,6
Marie-Christine Darah,1,7.2
Ron Canada,1,5.9
Eva Hamilton,1,5.3
Anton Pampushnyy,3,6.297
Grant Campbell,1,5.4
Margarita Kénefic,1,6.4
Himeka Himejima,1,5.9
Louis Gonzales,1,6.7
Meggan Kaiser,1,6.6
Cyril Corral,1,7
Erkebulan Dairov,1,6.9
Oliver Dennis,1,6
Katarina Jacobson,1,5.8
Michael Daley,1,6.709
Mir Sarwar,2,7
Ibrahima Traore,1,6.8
Lee Jini,1,5.6
Keb' Mo',1,6.888
Lil Tracy,1,8.548
Miriam Kolstad Strand,1,6.7
Gabrielle Bluestone,1,6.921
Kristina Pimenova,1,5.3
Mahiro Tanimoto,1,6.2
John Marshall Jones,1,5.9
James Warfield,1,6.5
Goran Navojec,3,4.018
Elpidia Carrillo,3,6.273333333
Carolina Carlsson,1,6.812
Zak Sutcliffe,1,5.3
Lily Frazer,1,6.6
Francesca Reale,3,6.366666667
Stanislas Merhar,1,5.9
Lindsey Broad,1,5.3
Gavin Peter,1,6.9
Frédéric Deleersnyder,1,5.798
Heo Jin,2,6.75
Pablo Almodóvar,1,6.8
Diego Pajuelo,1,6.8
Lori Johnston,1,6.4
Barrett Caroll Curtis,1,5.7
Ellen Woglom,1,5.7
Francisca Dennis,1,6
Eugena Lee,1,6.6
Keita Luna,1,6
Leigh Joel Scott,1,4.7
Vladislav Komarov,1,7.3
Bernadette Sullivan,1,7.3
Abigail Klein,1,7
Joanna Haartti,2,6.6925
Allyn Carrell,1,5.4
Saniyya Sidney,2,6.75
Julian Lerner,2,6.55
Clark Moore,1,5.3
Rachel True,1,4.14
Mahtab Servati,1,7.5
Liliana Barba Meinecke,1,8.3
Krit Jeerapattananuwong,1,6.4
Jill Paice,1,4.6
Sebastiano Pigazzi,1,6.5
Jessica Ángeles,1,5.1
Iván Fernández,1,5.1
Benjamin Arthur,1,5.4
Erik Bloomquist,1,4.9
Jin Suzuki,1,9
Willow Mccarthy,1,6.128
Qin Liyang,1,6.9
Lucy Ameh,1,6.4
Chris Gbakann,1,6.4
Susan Coyne,1,5.7
Elena Bennett,1,7.4
Damien Laquet,2,7
Wynter Eddins,1,5.9
Vincent Rodriguez Iii,2,6.8
Gustavo Dudamel,1,7.9
Mick Schumacher,1,7.3
Andre Agassi,1,7.6
Kang Jae-Yi,1,0
Mario Pirrello,2,5.75
Derek Sneddon,1,5
Tim Draxl,1,6.2
Fabio Bizzarro,1,6.2
Jeeva,1,0
Sarah Twomey,1,6.1
Rashod Freelove,2,5.2
Rish Shah,3,6.633333333
Spenser Pollard,1,5.1
Norma Lazareno,1,6.2
Angela Cole,1,5.7
Nicolas Przygoda,1,6.1
Matti Stooker,1,6.5
Julia Franz Richter,3,6.844333333
Darshana Rajendran,1,6.9
Fernando Hierro,1,7
Tia Dionne Hodge,1,6.3
Rachel Amanda,1,7.6
Danny Shepherd,1,6.9
Sarah Francesca Brænne,2,3.6
Jaime Hill,2,4.514
Jerry Grinberg,1,8.9
Roberto Palazuelos,1,6.8
Martín Miller,1,7
Kelly Rowland,5,6.18
Tresi Gazal,1,7.4
Shuya Sophia Cai,1,6.45
Otis Dhanji,1,7.2
Matthew Noszka,1,6.8
Tachaya Pathumwan,1,7.4
Olena Kravets,1,7.202
Luke Busey,1,6.5
Georgette Fadel,1,5.6
Jack Gleeson,2,8.25
Elena Carapetis,1,6.2
Isabel Ayúcar,1,0
Fabiola Muñoz,1,6.5
Lester Llansang,1,5.1
Ato Essandoh,2,6.657
Piotr Stramowski,2,2.75
Lateef Adedimeji,1,6.6
Marko Zaror,5,5.2634
Anoop Desai,1,6.3
Rachid Guellaz,1,5.6
Honami Sato,2,6.8
Luke Cosgrove,1,7.1
Hugo Rossano Parvez,1,6.6
Anthony John Joo,1,6.2
Clint Glenn Hummel,1,6
Frances Tomelty,1,6.4
Neeraj Madhav,2,3.4
Rômulo Arantes Neto,1,5.3
Peter Kay,1,7.608
Taskya Namya,2,7.4
Arya Saloka,1,7.8
Tori Kelly,1,7.2
Javier Cassi Gimeno,1,6.8
Nicholas J. Barelli,1,5.2
Geo Santini,1,5.8
Anja Plaschg,1,6.8
Kelly Hope Taylor,1,6.6
Andrei Nova,1,6
Bardia Seiri,1,6.1
Jose Valero,1,7
Garrett Wareing,1,6.5
Jeb Berrier,1,6.1
Abhirami,1,7.9
Karan Singh Grover,2,6.2585
Angélica Aragón,1,7.2
François Neycken,1,6.3
Marlon Marcia,2,5.5
Aida Folch,1,5.8
Mia Steen,1,8.1
Ryland Brickson Cole Tews,1,7.374
Maitê Padilha,1,9.2
Pavlo Vyshniakov,1,6.607
Sandra Hermida,1,7.4
Wale Ojo,2,2.75
Gary Comerford,1,6.6
Kareem Alexander,1,6.9
Akhila Bhargavan,1,7.7
Olivia Vasquez,1,6.3
Asuka Saito,2,7.5
Dayuan Lin,2,3.95
Ryan Jenkinson,1,6.2
Camilo Levigne,1,6
Michael D. Xavier,1,4.868
Laura Gómez,2,6.2
Tina Redman,2,7.3
Madalena Aragão,1,5.4
Alfie Williams,1,0
Vedha Agarwal,1,5.4
Skread,1,6.8
Nikolett Barabas,1,0
Mustafa Haidari,1,0
Leigh Lawson,1,0
Vishaka Gorakh Nath,1,0
Sadia Khateeb,1,0
Jill Kassidy,1,4
Brenda Ehan,1,0
Fajar Suharno,1,0
Sean Paul Costello,1,0
Autumn Ivy,1,0
Macey J. Godsmark,1,0
Arbani Yasiz,1,0
Alli Hart,1,4
Noah Toth,1,0
Lea Mathilde Skar-Myren,1,0
Patricia Loiseau,1,0
Erika Rosenbaum,1,0
William Ospreay,1,0
Sofía Siniscalco,1,0
Jackson Gallagher,2,2.4785
Mrinal Mukherjee,1,0
Simon Jennings,1,0
Megan Mcdonnell,1,0
Rivki Bench,1,0
Nikhila Vimal,1,0
Gennaro,1,0
Siena D'addario,1,0
Tina Garnanez,1,0
Jean-Christian Fraiscinet,1,0
Hamza Agooshi,1,0
Chen Teddy,1,4.5
Wu Jing'an,1,0
Paula Lambert,2,5
Belén Blanco,1,0
Elton,2,7.3
Cher Constantine,1,0
Julie Bélanger,1,0
Margoth Velásquez,1,7.8
Laurence Rupp,2,3.6535
Bi Wu,1,3
Ingo Naujoks,1,5.9
Mark Bowe,1,9.5
Zhang Hongrui,2,3.1
Deepika Rangaraju,1,0
Nainisha Rai,1,0
Zheng Fanxing,1,6.125
Theresa Fu Wing,1,8
Pyotr Kislov,1,0
Page Turner,1,7
Sun Xilun,1,8.061
Christia Visser,1,8
Victoria Guerra,4,5.85
Stephanie Arcila,1,8.35
Jenna Wang,2,5.2
Pierre-Luc Pomerleau,1,0
Simon Werdelis,1,8
Lana Mckissack,1,6.273
Noemi Gonzalez,2,6.884
Laci Morgan,1,0
Andrzej Gołota,1,7
Iain Macrae,1,5
Julie White,2,6.1
Denis Burgazliev,1,8.5
Diogo Almeida,1,6.1
Sebastián Athié,1,8.6
Carrie Ten Napel,1,0
Jin Dazhong,1,0
Francisco Sobrado,1,6.533
Jojo Goh,1,0
Seck Fook Yee,1,0
皮皮,2,4
Zhang Junyi,1,7
Sarah Hertens,1,7
Kara Ingudóttir,1,7.3
Hirunkit Changkham,2,7.7205
Manish Dayal,3,7.475
Mikaal Zulfiqar,4,9.075
Daniela Rubio,1,7.5
Aj Muhlach,1,0
Nuria Vega,1,7.419
Loann Kaji,1,6
Mikhail Grubov,1,7.7
Fritz Meinecke,1,8.4
Oded Menashe,1,9
Asmaa Galal,2,7.3
Mohan Wang,1,8.6
Zhang Boheng,1,8.3
Anuchit Sapanpong,2,3.6
Keisuke Onishi,1,0
Nobuhiko Adachi,1,7
Tal Shulman,1,10
Jenny Martínez,1,6.8
Julio Milostich,3,2.333333333
Robert Bent,1,5.5
Sara Salama,2,9.75
Kimberly Faye Fulgar,1,0
Haruna Sakurai,1,3.5
Hindra Armede,1,6.5
纪登超,1,0
Tom Meeten,1,7.357
Antti Pääkkönen,1,5.9
Nathan Dales,1,7.9
Tristan Lawson Groulx,1,0
Oscar Montoya,1,6.9
Mike Spinelli,1,0
Oh Mi-Hee,2,3.5
Yue Xiuqing,1,9.5
Martin Hempel Barkholt,1,6
David Jason,1,6
Claudia Pérez,1,6
Morgane Ferru,1,6.429
Brian Williams,1,0
Terri Irwin,1,7.8
Deng Yuli,1,6.7
Aleksey Fokin,1,8.4
Mariam Hernández,1,4.7
Kezii Curtis,2,7.35
Ryu Hae-Jun,1,8.138
Andra,1,7.5
Louise Sigouin,1,6
Yuka Ozaki,1,8.333
Kim Kang-Hoon,1,8.2
Octavi Pujades,2,4.6
Kate Miller-Heidke,1,6
Mariia Pustova,1,0
Zhou Weixing,1,0
Griffith Kimmins,1,7.4
Branimir Brstina,1,0
Lu Corfield,1,7.7
Etienne Bobenrieth,1,3.5
Xue Bayi,1,7.6
Kwon Young-Eun,1,7.2
Lirit Balaban,1,10
Nicola Savino,1,4.5
Tyga,1,6.9
Aseel Adel,1,0
Carole Rousseau,1,0
Rebecca Gibney,1,7.021
Bill Bailey,1,7.286
Gorica Regodić,1,10
Lolita,1,7.1
Nadezhda Lumpova,1,8.3
Nancy Ajram,1,7
A Kh M Hasan,1,0
Karin Mitarai,1,6.87
Riria Kojima,1,7.8
James Ma,1,0
Cai Cortez,1,0
Monica Aldama,1,7.3
Ralph Schicha,1,0
Michael Iskander,1,8
Jason Butler Harner,1,6.3
Greg Hamilton,1,5.6
Caterin Escobar,1,1.2
Alexander Koll,1,3
Holger Wienpahl,1,0
Lander Depoortere,1,2
Russell Acord,1,7.6
Ali Erkazan,1,6
Spencer Rayshon Stevenson,1,0
Christian Keyes,1,7.906
Wang Haojun,1,0
Robert Lohr,1,7.2
Prajakta Koli,1,6.5
Kathy Tong Yee,1,9
Leslie Li,1,0
Mouna Fettou,1,0
Yuzuki Watase,1,7.3
Katerina Kranidi,1,10
Saki Aibu,2,6.05
Mikhail Kozakov,1,0
Steve Cooper,1,7.2
Masahiro Yamanaka,1,7.4
Simone Victoria,1,2
Charlotte Aubin,1,6.769
Adil Mekki,1,7.6
Philipp Jelinek,1,0
Andreas Jäger,1,0
Eleanor Lee,3,5.1
Nilsa Prowant,1,7.6
Noah A. M. Olstad,1,7.6
Jakub Švec,1,0
Lemarc Thomas,1,0
Ashtine Olviga,1,8.056
Soe Nsuki,1,7.5
Patty Hou,1,8.1
John Pankow,1,7.2
Louise Redknapp,1,9.7
Sean Fletcher,1,0
Leonie Wesselow,1,7.984
Wayne Hsu,1,8
Riko,1,8.8
Ray Santiago,1,7.7
Henriette Heinze,1,0
Tang Jianjun,2,9.5
Mehmet Ulay,1,0
Vannessa Vasquez,1,6.8
Reynaldo Rossano,1,8.2
Elena Radevich,1,0
Kirsten Block,1,1
Michele Foresta,1,8.2
Sarah Àlainn,1,0
Noa Jacquet,1,7
Yuta Tamamori,1,6.4
Leen Demaré,1,0
Álex Gadea,3,6.3
Đắc Thắng,1,7
